DEFAULT_REWARD_AND_ACTION_CHANGE_FREQ,DEFAULT_EPISODE_LEN_SEC,DEFAULT_REWARD_FOR_NEW_FIELD,DEFAULT_Punishment_for_Step,DEFAULT_EVAL_FREQ,DEFAULT_EVAL_EPISODES,DEFAULT_TRAIN_TIMESTEPS,DEFAULT_TARGET_REWARD,DEFAULT_NUMBER_LAST_ACTIONS,DEFAULT_PYB_FREQ,DEFAULT_CTRL_FREQ,DEFAULT_REWARD_AND_ACTION_CHANGE_FREQ,DEFAULT_EPISODE_LEN_SEC,DEFAULT_Multiplier_Collision_Penalty,DEFAULT_VelocityScale,DEFAULT_explore_Matrix_Size,DEFAULT_collision_penalty_terminated,DEFAULT_Terminated_Wall_Distance,DEFAULT_no_collision_reward,DEFAULT_Punishment_for_Walls,DEFAULT_Influence_of_Walls,DEFAULT_USE_PRETRAINED_MODEL,DEFAULT_PRETRAINED_MODEL_PATH,DEFAULT_List_MazesToUse,DEFAULT_List_Start_PositionsToUse,DEFAULT_MaxRoundsOnOneMaze,DEFAULT_MaxRoundsSameStartingPositions,DEFAULT_USE_SAVED_HYPERPARAMETER_SET,HyperparameterSetIDtoLoad
2,300,4,-0.5,50000,1,1080000,99999,20,100,50,2,300,2,0.5,5,-100,0.1,0.75,20,4,FALSE,/home/florian/Documents/gym-pybullet-drones/gym_pybullet_drones/Auswertung_der_Modelle_Archieve/M5_R6_O9_A2_TR1_T1_20250412-011854/save-04.12.2025_01.18.54/final_model.zip,"(0, 5, 8, 15, 26)","(0, 1, 2, 3, 4, 5, 6, 7, 8, 9)",6,2,True,SET_20250410-011939_TEST_WITH_ADOPTED_MAZES
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Runde,Terminated,Truncated,Map-Abgedeckt,"Wand berührungen(Raycast<=0,1)",Summe Reward,Flugzeit der Runde,Maze_number,Start-Position,Uhrzeit Welt,,,,,,,,,,,,,,,,,,,
1305,kein_Terminated,Zeit abgelaufen,0.56,59,1454.25,300.5,5,2,20250415-054709,,,,,,,,,,,,,,,,,,,
1306,kein_Terminated,Zeit abgelaufen,0.53,17,5221.75,300.5,5,6,20250415-054723,,,,,,,,,,,,,,,,,,,
1307,kein_Terminated,Zeit abgelaufen,0.56,74,-129,300.5,5,6,20250415-054737,,,,,,,,,,,,,,,,,,,
1308,kein_Terminated,Zeit abgelaufen,0.57,11,6358.25,300.5,5,6,20250415-054751,,,,,,,,,,,,,,,,,,,
1309,kein_Terminated,Zeit abgelaufen,0.66,11,6778.25,300.5,26,3,20250415-054810,,,,,,,,,,,,,,,,,,,
1310,kein_Terminated,Zeit abgelaufen,0.46,9,4647.75,300.5,26,3,20250415-054828,,,,,,,,,,,,,,,,,,,
1311,kein_Terminated,Zeit abgelaufen,0.4,8,3964.5,300.5,26,9,20250415-054847,,,,,,,,,,,,,,,,,,,
1312,kein_Terminated,Zeit abgelaufen,0.36,3,4056.25,300.5,26,9,20250415-054905,,,,,,,,,,,,,,,,,,,
1313,kein_Terminated,Zeit abgelaufen,0.53,13,5008.75,300.5,26,2,20250415-054924,,,,,,,,,,,,,,,,,,,
1314,kein_Terminated,Zeit abgelaufen,0.41,161,-11354.25,300.5,26,2,20250415-054943,,,,,,,,,,,,,,,,,,,
1315,kein_Terminated,Zeit abgelaufen,0.36,79,-3604.75,300.5,26,9,20250415-055001,,,,,,,,,,,,,,,,,,,
1316,kein_Terminated,Zeit abgelaufen,0.45,2,5261,300.5,26,6,20250415-055020,,,,,,,,,,,,,,,,,,,
1317,kein_Terminated,Zeit abgelaufen,0.31,40,-247.5,300.5,26,6,20250415-055038,,,,,,,,,,,,,,,,,,,
1318,kein_Terminated,Zeit abgelaufen,0.53,3,6056.25,300.5,26,9,20250415-055057,,,,,,,,,,,,,,,,,,,
1319,kein_Terminated,Zeit abgelaufen,0.58,12,5789.5,300.5,26,9,20250415-055115,,,,,,,,,,,,,,,,,,,
1320,kein_Terminated,Zeit abgelaufen,0.53,4,5991.5,300.5,26,8,20250415-055134,,,,,,,,,,,,,,,,,,,
1321,kein_Terminated,Zeit abgelaufen,0.6,7,6501.25,300.5,26,8,20250415-055153,,,,,,,,,,,,,,,,,,,
1322,kein_Terminated,Zeit abgelaufen,0.43,157,-10595.25,300.5,26,4,20250415-055211,,,,,,,,,,,,,,,,,,,
1323,kein_Terminated,Zeit abgelaufen,0.54,30,4168,300.5,5,4,20250415-055225,,,,,,,,,,,,,,,,,,,
1324,kein_Terminated,Zeit abgelaufen,0.55,12,6061.5,300.5,5,4,20250415-055239,,,,,,,,,,,,,,,,,,,
1325,kein_Terminated,Zeit abgelaufen,0.59,32,4566.5,300.5,5,9,20250415-055254,,,,,,,,,,,,,,,,,,,
1326,kein_Terminated,Zeit abgelaufen,0.7,6,8598,300.5,5,9,20250415-055308,,,,,,,,,,,,,,,,,,,
1327,kein_Terminated,Zeit abgelaufen,0.6,12,6661.5,300.5,5,9,20250415-055322,,,,,,,,,,,,,,,,,,,
1328,kein_Terminated,Zeit abgelaufen,0.59,20,5855.5,300.5,5,9,20250415-055336,,,,,,,,,,,,,,,,,,,
16,kein_Terminated,Zeit abgelaufen,0.07,0,1014.5,300.5,0,8,20250415-055404,,,,,,,,,,,,,,,,,,,
1329,kein_Terminated,Zeit abgelaufen,0.63,4,7927.5,300.5,5,3,20250415-055405,,,,,,,,,,,,,,,,,,,
1330,kein_Terminated,Zeit abgelaufen,0.38,4,4611.5,300.5,0,6,20250415-055419,,,,,,,,,,,,,,,,,,,
1331,kein_Terminated,Zeit abgelaufen,0.53,23,4673.25,300.5,0,6,20250415-055434,,,,,,,,,,,,,,,,,,,
1332,kein_Terminated,Zeit abgelaufen,0.37,9,3951.75,300.5,0,4,20250415-055447,,,,,,,,,,,,,,,,,,,
1333,kein_Terminated,Zeit abgelaufen,0.52,150,-8342,300.5,0,4,20250415-055501,,,,,,,,,,,,,,,,,,,
1334,kein_Terminated,Zeit abgelaufen,0.72,4,9059.5,300.5,0,6,20250415-055516,,,,,,,,,,,,,,,,,,,
1335,kein_Terminated,Zeit abgelaufen,0.38,372,-32528.5,300.5,0,6,20250415-055530,,,,,,,,,,,,,,,,,,,
1336,kein_Terminated,Zeit abgelaufen,0.64,14,6920,300.5,0,5,20250415-055545,,,,,,,,,,,,,,,,,,,
1337,kein_Terminated,Zeit abgelaufen,0.16,30,-912,300.5,15,5,20250415-055600,,,,,,,,,,,,,,,,,,,
1338,kein_Terminated,Zeit abgelaufen,0.27,36,-204.5,300.5,15,5,20250415-055615,,,,,,,,,,,,,,,,,,,
1339,kein_Terminated,Zeit abgelaufen,0.21,70,-4358,300.5,15,8,20250415-055631,,,,,,,,,,,,,,,,,,,
1340,kein_Terminated,Zeit abgelaufen,0.29,153,-11732.25,300.5,15,8,20250415-055647,,,,,,,,,,,,,,,,,,,
1341,kein_Terminated,Zeit abgelaufen,0.27,24,1032.5,300.5,15,4,20250415-055701,,,,,,,,,,,,,,,,,,,
1342,kein_Terminated,Zeit abgelaufen,0.36,10,3611,300.5,15,4,20250415-055717,,,,,,,,,,,,,,,,,,,
1343,kein_Terminated,Zeit abgelaufen,0.21,5,2178.75,300.5,15,6,20250415-055732,,,,,,,,,,,,,,,,,,,
1344,kein_Terminated,Zeit abgelaufen,0.55,16,4974.5,300.5,26,4,20250415-055750,,,,,,,,,,,,,,,,,,,
1345,kein_Terminated,Zeit abgelaufen,0.61,24,4884.5,300.5,26,4,20250415-055809,,,,,,,,,,,,,,,,,,,
1346,kein_Terminated,Zeit abgelaufen,0.26,2,2881,300.5,26,7,20250415-055827,,,,,,,,,,,,,,,,,,,
1347,kein_Terminated,Zeit abgelaufen,0.62,16,5838.5,300.5,26,7,20250415-055846,,,,,,,,,,,,,,,,,,,
1348,kein_Terminated,Zeit abgelaufen,0.63,17,5769.75,300.5,26,8,20250415-055905,,,,,,,,,,,,,,,,,,,
1349,kein_Terminated,Zeit abgelaufen,0.6,10,6123,300.5,26,8,20250415-055924,,,,,,,,,,,,,,,,,,,
1350,kein_Terminated,Zeit abgelaufen,0.59,10,6011,300.5,26,0,20250415-055942,,,,,,,,,,,,,,,,,,,
1351,kein_Terminated,Zeit abgelaufen,0.37,20,2771.5,300.5,15,8,20250415-055958,,,,,,,,,,,,,,,,,,,
1352,kein_Terminated,Zeit abgelaufen,0.42,40,1376.5,300.5,15,8,20250415-060013,,,,,,,,,,,,,,,,,,,
1353,kein_Terminated,Zeit abgelaufen,0.32,5,3666.75,300.5,15,9,20250415-060029,,,,,,,,,,,,,,,,,,,
1354,kein_Terminated,Zeit abgelaufen,0.49,54,846,300.5,15,9,20250415-060044,,,,,,,,,,,,,,,,,,,
1355,kein_Terminated,Zeit abgelaufen,0.08,29,-1811.25,300.5,15,2,20250415-060058,,,,,,,,,,,,,,,,,,,
1356,kein_Terminated,Zeit abgelaufen,0.18,50,-2715,300.5,15,2,20250415-060112,,,,,,,,,,,,,,,,,,,
1357,kein_Terminated,Zeit abgelaufen,0.42,63,-976.75,300.5,15,2,20250415-060128,,,,,,,,,,,,,,,,,,,
1358,kein_Terminated,Zeit abgelaufen,0.56,6,6774,300.5,5,6,20250415-060142,,,,,,,,,,,,,,,,,,,
1359,kein_Terminated,Zeit abgelaufen,0.45,13,4712.75,300.5,5,6,20250415-060156,,,,,,,,,,,,,,,,,,,
1360,kein_Terminated,Zeit abgelaufen,0.64,36,4767.5,300.5,5,9,20250415-060210,,,,,,,,,,,,,,,,,,,
1361,kein_Terminated,Zeit abgelaufen,0.62,22,6006,300.5,5,9,20250415-060225,,,,,,,,,,,,,,,,,,,
1362,kein_Terminated,Zeit abgelaufen,0.52,6,6246,300.5,5,6,20250415-060239,,,,,,,,,,,,,,,,,,,
1363,kein_Terminated,Zeit abgelaufen,0.58,13,6296.75,300.5,5,6,20250415-060253,,,,,,,,,,,,,,,,,,,
1364,kein_Terminated,Zeit abgelaufen,0.35,15,3135.25,300.5,5,5,20250415-060307,,,,,,,,,,,,,,,,,,,
1365,kein_Terminated,Zeit abgelaufen,0.45,19,3916.25,300.5,15,7,20250415-060322,,,,,,,,,,,,,,,,,,,
1366,kein_Terminated,Zeit abgelaufen,0.37,5,4194.75,300.5,15,7,20250415-060337,,,,,,,,,,,,,,,,,,,
1367,kein_Terminated,Zeit abgelaufen,0.41,15,3795.25,300.5,15,7,20250415-060352,,,,,,,,,,,,,,,,,,,
1368,kein_Terminated,Zeit abgelaufen,0.35,98,-5347,300.5,15,7,20250415-060408,,,,,,,,,,,,,,,,,,,
1369,kein_Terminated,Zeit abgelaufen,0.38,39,985.25,300.5,15,9,20250415-060423,,,,,,,,,,,,,,,,,,,
1370,kein_Terminated,Zeit abgelaufen,0.59,12,6345.5,300.5,15,9,20250415-060439,,,,,,,,,,,,,,,,,,,
1371,kein_Terminated,Zeit abgelaufen,0.4,16,3554.5,300.5,15,7,20250415-060454,,,,,,,,,,,,,,,,,,,
1372,kein_Terminated,Zeit abgelaufen,0.41,48,402.5,300.5,15,0,20250415-060509,,,,,,,,,,,,,,,,,,,
1373,kein_Terminated,Zeit abgelaufen,0.27,59,-2465.75,300.5,15,0,20250415-060523,,,,,,,,,,,,,,,,,,,
1374,kein_Terminated,Zeit abgelaufen,0.35,36,919.5,300.5,15,5,20250415-060538,,,,,,,,,,,,,,,,,,,
1375,kein_Terminated,Zeit abgelaufen,0.26,3,3044.25,300.5,15,5,20250415-060553,,,,,,,,,,,,,,,,,,,
1376,kein_Terminated,Zeit abgelaufen,0.4,269,-22003.25,300.5,15,8,20250415-060609,,,,,,,,,,,,,,,,,,,
1377,kein_Terminated,Zeit abgelaufen,0.44,85,-2925.25,300.5,15,8,20250415-060624,,,,,,,,,,,,,,,,,,,
1378,kein_Terminated,Zeit abgelaufen,0.38,302,-25552,300.5,15,2,20250415-060640,,,,,,,,,,,,,,,,,,,
1379,kein_Terminated,Zeit abgelaufen,0.69,12,7021.5,300.5,26,5,20250415-060659,,,,,,,,,,,,,,,,,,,
1380,kein_Terminated,Zeit abgelaufen,0.61,10,6339,300.5,26,5,20250415-060718,,,,,,,,,,,,,,,,,,,
1381,kein_Terminated,Zeit abgelaufen,0.61,19,5376.25,300.5,26,8,20250415-060736,,,,,,,,,,,,,,,,,,,
1382,kein_Terminated,Zeit abgelaufen,0.68,17,6385.75,300.5,26,8,20250415-060755,,,,,,,,,,,,,,,,,,,
1383,kein_Terminated,Zeit abgelaufen,0.58,70,-134,300.5,26,2,20250415-060814,,,,,,,,,,,,,,,,,,,
1384,kein_Terminated,Zeit abgelaufen,0.51,17,4413.75,300.5,26,2,20250415-060832,,,,,,,,,,,,,,,,,,,
1385,kein_Terminated,Zeit abgelaufen,0.59,18,5205,300.5,26,5,20250415-060851,,,,,,,,,,,,,,,,,,,
1386,kein_Terminated,Zeit abgelaufen,0.5,11,5506.25,300.5,5,6,20250415-060905,,,,,,,,,,,,,,,,,,,
1387,kein_Terminated,Zeit abgelaufen,0.6,52,2627.5,300.5,5,6,20250415-060919,,,,,,,,,,,,,,,,,,,
1388,kein_Terminated,Zeit abgelaufen,0.54,13,5852.75,300.5,5,2,20250415-060933,,,,,,,,,,,,,,,,,,,
1389,kein_Terminated,Zeit abgelaufen,0.66,10,7739,300.5,5,2,20250415-060948,,,,,,,,,,,,,,,,,,,
1390,kein_Terminated,Zeit abgelaufen,0.54,31,3955.25,300.5,5,3,20250415-061002,,,,,,,,,,,,,,,,,,,
1391,kein_Terminated,Zeit abgelaufen,0.64,11,7322.25,300.5,5,3,20250415-061016,,,,,,,,,,,,,,,,,,,
1392,kein_Terminated,Zeit abgelaufen,0.53,8,6152.5,300.5,5,1,20250415-061030,,,,,,,,,,,,,,,,,,,
1393,kein_Terminated,Zeit abgelaufen,0.55,23,4889.25,300.5,0,9,20250415-061044,,,,,,,,,,,,,,,,,,,
1394,kein_Terminated,Zeit abgelaufen,0.52,30,3716,300.5,0,9,20250415-061059,,,,,,,,,,,,,,,,,,,
1395,kein_Terminated,Zeit abgelaufen,0.51,141,-7527.25,300.5,0,4,20250415-061113,,,,,,,,,,,,,,,,,,,
1396,kein_Terminated,Zeit abgelaufen,0.72,27,6638.25,300.5,0,4,20250415-061127,,,,,,,,,,,,,,,,,,,
1397,kein_Terminated,Zeit abgelaufen,0.52,8,5984.5,300.5,0,6,20250415-061142,,,,,,,,,,,,,,,,,,,
1398,kein_Terminated,Zeit abgelaufen,0.47,219,-15877.75,300.5,0,6,20250415-061156,,,,,,,,,,,,,,,,,,,
1399,kein_Terminated,Zeit abgelaufen,0.62,73,683.75,300.5,0,6,20250415-061210,,,,,,,,,,,,,,,,,,,
1400,kein_Terminated,Zeit abgelaufen,0.64,13,7144.75,300.5,5,2,20250415-061225,,,,,,,,,,,,,,,,,,,
1401,kein_Terminated,Zeit abgelaufen,0.49,4,6127.5,300.5,5,2,20250415-061239,,,,,,,,,,,,,,,,,,,
1402,kein_Terminated,Zeit abgelaufen,0.41,11,4334.25,300.5,5,4,20250415-061253,,,,,,,,,,,,,,,,,,,
1403,kein_Terminated,Zeit abgelaufen,0.57,24,5088.5,300.5,5,4,20250415-061308,,,,,,,,,,,,,,,,,,,
1404,kein_Terminated,Zeit abgelaufen,0.67,43,4454.25,300.5,5,3,20250415-061322,,,,,,,,,,,,,,,,,,,
1405,kein_Terminated,Zeit abgelaufen,0.59,25,5239.75,300.5,5,3,20250415-061336,,,,,,,,,,,,,,,,,,,
1406,kein_Terminated,Zeit abgelaufen,0.64,14,7068,300.5,5,1,20250415-061351,,,,,,,,,,,,,,,,,,,
1407,kein_Terminated,Zeit abgelaufen,0.67,19,6132.25,300.5,26,0,20250415-061409,,,,,,,,,,,,,,,,,,,
1408,kein_Terminated,Zeit abgelaufen,0.52,6,5678,300.5,26,0,20250415-061428,,,,,,,,,,,,,,,,,,,
1409,kein_Terminated,Zeit abgelaufen,0.54,6,5882,300.5,26,7,20250415-061446,,,,,,,,,,,,,,,,,,,
1410,kein_Terminated,Zeit abgelaufen,0.54,4,6095.5,300.5,26,7,20250415-061505,,,,,,,,,,,,,,,,,,,
1411,kein_Terminated,Zeit abgelaufen,0.65,13,6484.75,300.5,26,4,20250415-061523,,,,,,,,,,,,,,,,,,,
17,kein_Terminated,Zeit abgelaufen,0.4,5,4750.75,300.5,0,7,20250415-061555,,,,,,,,,,,,,,,,,,,
1412,kein_Terminated,Zeit abgelaufen,0.7,20,6335.5,300.5,26,4,20250415-061556,,,,,,,,,,,,,,,,,,,
1413,kein_Terminated,Zeit abgelaufen,0.68,29,5224.75,300.5,26,7,20250415-061615,,,,,,,,,,,,,,,,,,,
1414,kein_Terminated,Zeit abgelaufen,0.37,9,3847.75,300.5,15,3,20250415-061629,,,,,,,,,,,,,,,,,,,
1415,kein_Terminated,Zeit abgelaufen,0.05,5,190.75,300.5,15,3,20250415-061644,,,,,,,,,,,,,,,,,,,
1416,kein_Terminated,Zeit abgelaufen,0.36,216,-17179.5,300.5,15,1,20250415-061659,,,,,,,,,,,,,,,,,,,
1417,kein_Terminated,Zeit abgelaufen,0.29,59,-2153.75,300.5,15,1,20250415-061714,,,,,,,,,,,,,,,,,,,
1418,kein_Terminated,Zeit abgelaufen,0.39,29,2056.75,300.5,15,7,20250415-061729,,,,,,,,,,,,,,,,,,,
1419,kein_Terminated,Zeit abgelaufen,0.45,249,-19376.25,300.5,15,7,20250415-061745,,,,,,,,,,,,,,,,,,,
1420,kein_Terminated,Zeit abgelaufen,0.23,8,2156.5,300.5,15,0,20250415-061759,,,,,,,,,,,,,,,,,,,
1421,kein_Terminated,Zeit abgelaufen,0.46,12,4813.5,300.5,5,7,20250415-061813,,,,,,,,,,,,,,,,,,,
1422,kein_Terminated,Zeit abgelaufen,0.65,14,7104,300.5,5,7,20250415-061828,,,,,,,,,,,,,,,,,,,
1423,kein_Terminated,Zeit abgelaufen,0.38,50,1,300.5,5,6,20250415-061842,,,,,,,,,,,,,,,,,,,
1424,kein_Terminated,Zeit abgelaufen,0.57,56,1864.5,300.5,5,6,20250415-061856,,,,,,,,,,,,,,,,,,,
1425,kein_Terminated,Zeit abgelaufen,0.45,11,4890.25,300.5,5,6,20250415-061910,,,,,,,,,,,,,,,,,,,
1426,kein_Terminated,Zeit abgelaufen,0.59,15,6283.25,300.5,5,6,20250415-061924,,,,,,,,,,,,,,,,,,,
1427,kein_Terminated,Zeit abgelaufen,0.4,17,3521.75,300.5,5,3,20250415-061938,,,,,,,,,,,,,,,,,,,
1428,kein_Terminated,Zeit abgelaufen,0.57,19,5552.25,300.5,5,5,20250415-061953,,,,,,,,,,,,,,,,,,,
1429,kein_Terminated,Zeit abgelaufen,0.36,7,4109.25,300.5,5,5,20250415-062007,,,,,,,,,,,,,,,,,,,
1430,kein_Terminated,Zeit abgelaufen,0.69,23,6809.25,300.5,5,2,20250415-062021,,,,,,,,,,,,,,,,,,,
1431,kein_Terminated,Zeit abgelaufen,0.5,11,5506.25,300.5,5,2,20250415-062035,,,,,,,,,,,,,,,,,,,
1432,kein_Terminated,Zeit abgelaufen,0.44,7,5101.25,300.5,5,0,20250415-062049,,,,,,,,,,,,,,,,,,,
1433,kein_Terminated,Zeit abgelaufen,0.61,28,5245.5,300.5,5,0,20250415-062103,,,,,,,,,,,,,,,,,,,
1434,kein_Terminated,Zeit abgelaufen,0.66,40,4704.5,300.5,5,4,20250415-062118,,,,,,,,,,,,,,,,,,,
1435,kein_Terminated,Zeit abgelaufen,0.67,19,6816.25,300.5,8,7,20250415-062132,,,,,,,,,,,,,,,,,,,
1436,kein_Terminated,Zeit abgelaufen,0.37,77,-2883.25,300.5,8,7,20250415-062146,,,,,,,,,,,,,,,,,,,
1437,kein_Terminated,Zeit abgelaufen,0.62,15,6571.25,300.5,8,4,20250415-062201,,,,,,,,,,,,,,,,,,,
1438,kein_Terminated,Zeit abgelaufen,0.56,105,-3344.25,300.5,8,4,20250415-062216,,,,,,,,,,,,,,,,,,,
1439,kein_Terminated,Zeit abgelaufen,0.71,42,4947,300.5,8,9,20250415-062230,,,,,,,,,,,,,,,,,,,
1440,kein_Terminated,Zeit abgelaufen,0.6,9,6899.75,300.5,8,9,20250415-062245,,,,,,,,,,,,,,,,,,,
1441,kein_Terminated,Zeit abgelaufen,0.38,0,4910.5,300.5,8,0,20250415-062259,,,,,,,,,,,,,,,,,,,
1442,kein_Terminated,Zeit abgelaufen,0.49,15,4747.25,300.5,15,9,20250415-062314,,,,,,,,,,,,,,,,,,,
1443,kein_Terminated,Zeit abgelaufen,0.38,124,-7662.5,300.5,15,9,20250415-062330,,,,,,,,,,,,,,,,,,,
1444,kein_Terminated,Zeit abgelaufen,0.32,102,-6106,300.5,15,8,20250415-062346,,,,,,,,,,,,,,,,,,,
1445,kein_Terminated,Zeit abgelaufen,0.28,24,1136.5,300.5,15,8,20250415-062401,,,,,,,,,,,,,,,,,,,
1446,kein_Terminated,Zeit abgelaufen,0.57,28,4417.5,300.5,15,6,20250415-062417,,,,,,,,,,,,,,,,,,,
1447,kein_Terminated,Zeit abgelaufen,0.35,53,-849.25,300.5,15,6,20250415-062432,,,,,,,,,,,,,,,,,,,
1448,kein_Terminated,Zeit abgelaufen,0.46,36,2303.5,300.5,15,3,20250415-062448,,,,,,,,,,,,,,,,,,,
1449,kein_Terminated,Zeit abgelaufen,0.56,23,5061.25,300.5,5,9,20250415-062502,,,,,,,,,,,,,,,,,,,
1450,kein_Terminated,Zeit abgelaufen,0.58,7,6977.25,300.5,5,9,20250415-062516,,,,,,,,,,,,,,,,,,,
1451,kein_Terminated,Zeit abgelaufen,0.69,10,8079,300.5,5,0,20250415-062530,,,,,,,,,,,,,,,,,,,
1452,kein_Terminated,Zeit abgelaufen,0.64,8,7644.5,300.5,5,0,20250415-062545,,,,,,,,,,,,,,,,,,,
1453,kein_Terminated,Zeit abgelaufen,0.63,12,7041.5,300.5,5,7,20250415-062559,,,,,,,,,,,,,,,,,,,
1454,kein_Terminated,Zeit abgelaufen,0.51,9,5795.75,300.5,5,7,20250415-062613,,,,,,,,,,,,,,,,,,,
1455,kein_Terminated,Zeit abgelaufen,0.62,27,5438.25,300.5,5,7,20250415-062627,,,,,,,,,,,,,,,,,,,
1456,kein_Terminated,Zeit abgelaufen,0.45,52,491.5,300.5,15,6,20250415-062642,,,,,,,,,,,,,,,,,,,
1457,kein_Terminated,Zeit abgelaufen,0.45,15,4195.25,300.5,15,6,20250415-062657,,,,,,,,,,,,,,,,,,,
1458,kein_Terminated,Zeit abgelaufen,0.37,4,4319.5,300.5,15,3,20250415-062712,,,,,,,,,,,,,,,,,,,
1459,kein_Terminated,Zeit abgelaufen,0.44,6,5018,300.5,15,3,20250415-062727,,,,,,,,,,,,,,,,,,,
1460,kein_Terminated,Zeit abgelaufen,0.24,5,2578.75,300.5,15,8,20250415-062743,,,,,,,,,,,,,,,,,,,
1461,kein_Terminated,Zeit abgelaufen,0.41,214,-16302,300.5,15,8,20250415-062758,,,,,,,,,,,,,,,,,,,
1462,kein_Terminated,Zeit abgelaufen,0.36,278,-23450,300.5,15,0,20250415-062814,,,,,,,,,,,,,,,,,,,
1463,kein_Terminated,Zeit abgelaufen,0.63,55,2661.25,300.5,0,8,20250415-062828,,,,,,,,,,,,,,,,,,,
1464,kein_Terminated,Zeit abgelaufen,0.58,36,3907.5,300.5,0,8,20250415-062842,,,,,,,,,,,,,,,,,,,
1465,kein_Terminated,Zeit abgelaufen,0.62,11,7046.25,300.5,0,0,20250415-062857,,,,,,,,,,,,,,,,,,,
1466,kein_Terminated,Zeit abgelaufen,0.45,125,-6727.25,300.5,0,0,20250415-062911,,,,,,,,,,,,,,,,,,,
1467,kein_Terminated,Zeit abgelaufen,0.59,29,4800.75,300.5,0,5,20250415-062925,,,,,,,,,,,,,,,,,,,
1468,kein_Terminated,Zeit abgelaufen,0.49,240,-17697.5,300.5,0,5,20250415-062940,,,,,,,,,,,,,,,,,,,
1469,kein_Terminated,Zeit abgelaufen,0.5,13,5308.75,300.5,0,9,20250415-062954,,,,,,,,,,,,,,,,,,,
1470,kein_Terminated,Zeit abgelaufen,0.6,46,3336,300.5,5,7,20250415-063009,,,,,,,,,,,,,,,,,,,
1471,kein_Terminated,Zeit abgelaufen,0.57,195,-12175.75,300.5,5,7,20250415-063023,,,,,,,,,,,,,,,,,,,
1472,kein_Terminated,Zeit abgelaufen,0.34,14,3076,300.5,5,3,20250415-063036,,,,,,,,,,,,,,,,,,,
1473,kein_Terminated,Zeit abgelaufen,0.67,17,7093.75,300.5,5,3,20250415-063050,,,,,,,,,,,,,,,,,,,
1474,kein_Terminated,Zeit abgelaufen,0.53,19,5072.25,300.5,5,9,20250415-063105,,,,,,,,,,,,,,,,,,,
1475,kein_Terminated,Zeit abgelaufen,0.52,123,-5505.75,300.5,5,9,20250415-063119,,,,,,,,,,,,,,,,,,,
1476,kein_Terminated,Zeit abgelaufen,0.63,4,7951.5,300.5,5,9,20250415-063133,,,,,,,,,,,,,,,,,,,
1477,kein_Terminated,Zeit abgelaufen,0.53,26,4327,300.5,8,7,20250415-063148,,,,,,,,,,,,,,,,,,,
1478,kein_Terminated,Zeit abgelaufen,0.71,30,6156,300.5,8,7,20250415-063203,,,,,,,,,,,,,,,,,,,
1479,kein_Terminated,Zeit abgelaufen,0.67,22,6538,300.5,8,0,20250415-063218,,,,,,,,,,,,,,,,,,,
1480,kein_Terminated,Zeit abgelaufen,0.56,3,7020.25,300.5,8,0,20250415-063232,,,,,,,,,,,,,,,,,,,
1481,kein_Terminated,Zeit abgelaufen,0.64,8,7540.5,300.5,8,4,20250415-063247,,,,,,,,,,,,,,,,,,,
1482,kein_Terminated,Zeit abgelaufen,0.32,44,-222.5,300.5,8,4,20250415-063301,,,,,,,,,,,,,,,,,,,
1483,kein_Terminated,Zeit abgelaufen,0.45,17,4189.75,300.5,8,4,20250415-063316,,,,,,,,,,,,,,,,,,,
1484,kein_Terminated,Zeit abgelaufen,0.48,174,-11320,300.5,15,0,20250415-063331,,,,,,,,,,,,,,,,,,,
1485,kein_Terminated,Zeit abgelaufen,0.36,21,2474.75,300.5,15,0,20250415-063346,,,,,,,,,,,,,,,,,,,
1486,kein_Terminated,Zeit abgelaufen,0.32,4,3707.5,300.5,15,4,20250415-063402,,,,,,,,,,,,,,,,,,,
1487,kein_Terminated,Zeit abgelaufen,0.33,2,4065,300.5,15,4,20250415-063417,,,,,,,,,,,,,,,,,,,
1488,kein_Terminated,Zeit abgelaufen,0.38,45,328.75,300.5,15,7,20250415-063432,,,,,,,,,,,,,,,,,,,
1489,kein_Terminated,Zeit abgelaufen,0.52,76,-1022.5,300.5,15,7,20250415-063447,,,,,,,,,,,,,,,,,,,
1490,kein_Terminated,Zeit abgelaufen,0.37,5,4194.75,300.5,15,7,20250415-063502,,,,,,,,,,,,,,,,,,,
1491,kein_Terminated,Zeit abgelaufen,0.53,250,-18881,300.5,26,3,20250415-063521,,,,,,,,,,,,,,,,,,,
1492,kein_Terminated,Zeit abgelaufen,0.53,18,4577,300.5,26,3,20250415-063539,,,,,,,,,,,,,,,,,,,
1493,kein_Terminated,Zeit abgelaufen,0.61,140,-6826.5,300.5,26,7,20250415-063558,,,,,,,,,,,,,,,,,,,
1494,kein_Terminated,Zeit abgelaufen,0.67,55,2521.25,300.5,26,7,20250415-063617,,,,,,,,,,,,,,,,,,,
1495,kein_Terminated,Zeit abgelaufen,0.42,63,-1288.75,300.5,26,4,20250415-063635,,,,,,,,,,,,,,,,,,,
18,kein_Terminated,Zeit abgelaufen,0.47,17,4381.75,300.5,0,5,20250415-063653,,,,,,,,,,,,,,,,,,,
1496,kein_Terminated,Zeit abgelaufen,0.39,19,2812.25,300.5,26,4,20250415-063707,,,,,,,,,,,,,,,,,,,
