DEFAULT_REWARD_AND_ACTION_CHANGE_FREQ,DEFAULT_EPISODE_LEN_SEC,DEFAULT_REWARD_FOR_NEW_FIELD,DEFAULT_Punishment_for_Step,DEFAULT_EVAL_FREQ,DEFAULT_EVAL_EPISODES,DEFAULT_TRAIN_TIMESTEPS,DEFAULT_TARGET_REWARD,DEFAULT_NUMBER_LAST_ACTIONS,DEFAULT_PYB_FREQ,DEFAULT_CTRL_FREQ,DEFAULT_REWARD_AND_ACTION_CHANGE_FREQ,DEFAULT_EPISODE_LEN_SEC,DEFAULT_Multiplier_Collision_Penalty,DEFAULT_VelocityScale,DEFAULT_explore_Matrix_Size,DEFAULT_collision_penalty_terminated,DEFAULT_Terminated_Wall_Distance,DEFAULT_no_collision_reward,DEFAULT_Punishment_for_Walls,DEFAULT_Influence_of_Walls,DEFAULT_USE_PRETRAINED_MODEL,DEFAULT_List_MazesToUse,DEFAULT_List_Start_PositionsToUse,DEFAULT_MaxRoundsOnOneMaze,DEFAULT_MaxRoundsSameStartingPositions,DEFAULT_USE_SAVED_HYPERPARAMETER_SET,HyperparameterSetIDtoLoad
2,300,4,0,50000,1,1080000,99999,100,100,50,2,300,2,0.5,5,-10,0.1,0,8,3,FALSE,"(0, 5, 8, 15, 26)","(0, 1, 2, 3, 4, 5, 6, 7, 8, 9)",6,2,False,SET_20250410-011939
,,,,,,,,,,,,,,,,,,,,,,,,,,,
Runde,Terminated,Truncated,Map-Abgedeckt,"Wand berührungen(Raycast<=0,1)",Summe Reward,Flugzeit der Runde,Maze_number,Start-Position,Uhrzeit Welt,,,,,,,,,,,,,,,,,,
1173,kein_Terminated,Zeit abgelaufen,0.62,34,7632,300.5,0,3,20250416-031115,,,,,,,,,,,,,,,,,,
1174,kein_Terminated,Zeit abgelaufen,0.67,24,8304,300.5,0,3,20250416-031132,,,,,,,,,,,,,,,,,,
1175,kein_Terminated,Zeit abgelaufen,0.69,18,8704,300.5,0,9,20250416-031148,,,,,,,,,,,,,,,,,,
1176,kein_Terminated,Zeit abgelaufen,0.69,33,8622,300.5,5,4,20250416-031205,,,,,,,,,,,,,,,,,,
1177,kein_Terminated,Zeit abgelaufen,0.66,30,8296,300.5,5,4,20250416-031221,,,,,,,,,,,,,,,,,,
1178,kein_Terminated,Zeit abgelaufen,0.7,17,8938,300.5,5,4,20250416-031237,,,,,,,,,,,,,,,,,,
1179,kein_Terminated,Zeit abgelaufen,0.7,14,8948,300.5,5,4,20250416-031254,,,,,,,,,,,,,,,,,,
1180,kein_Terminated,Zeit abgelaufen,0.7,71,8438,300.5,5,8,20250416-031310,,,,,,,,,,,,,,,,,,
1181,kein_Terminated,Zeit abgelaufen,0.66,54,8040,300.5,5,8,20250416-031326,,,,,,,,,,,,,,,,,,
1182,kein_Terminated,Zeit abgelaufen,0.7,46,8652,300.5,5,2,20250416-031342,,,,,,,,,,,,,,,,,,
1183,kein_Terminated,Zeit abgelaufen,0.72,61,8734,300.5,5,6,20250416-031359,,,,,,,,,,,,,,,,,,
1184,kein_Terminated,Zeit abgelaufen,0.74,26,9396,300.5,5,6,20250416-031415,,,,,,,,,,,,,,,,,,
1185,kein_Terminated,Zeit abgelaufen,0.54,38,6628,300.5,5,6,20250416-031431,,,,,,,,,,,,,,,,,,
1186,kein_Terminated,Zeit abgelaufen,0.73,38,9100,300.5,5,6,20250416-031448,,,,,,,,,,,,,,,,,,
1187,kein_Terminated,Zeit abgelaufen,0.69,21,8714,300.5,5,3,20250416-031504,,,,,,,,,,,,,,,,,,
1188,kein_Terminated,Zeit abgelaufen,0.62,45,7598,300.5,5,3,20250416-031520,,,,,,,,,,,,,,,,,,
1189,kein_Terminated,Zeit abgelaufen,0.7,55,8550,300.5,5,8,20250416-031537,,,,,,,,,,,,,,,,,,
1190,kein_Terminated,Zeit abgelaufen,0.67,89,7642,300.5,8,2,20250416-031553,,,,,,,,,,,,,,,,,,
1191,kein_Terminated,Zeit abgelaufen,0.76,64,9124,300.5,8,2,20250416-031610,,,,,,,,,,,,,,,,,,
1192,kein_Terminated,Zeit abgelaufen,0.55,19,6870,300.5,8,5,20250416-031626,,,,,,,,,,,,,,,,,,
1193,kein_Terminated,Zeit abgelaufen,0.61,30,7460,300.5,8,5,20250416-031643,,,,,,,,,,,,,,,,,,
1194,kein_Terminated,Zeit abgelaufen,0.68,36,8324,300.5,8,0,20250416-031700,,,,,,,,,,,,,,,,,,
1195,kein_Terminated,Zeit abgelaufen,0.67,38,8224,300.5,8,0,20250416-031716,,,,,,,,,,,,,,,,,,
1196,kein_Terminated,Zeit abgelaufen,0.73,43,8870,300.5,8,9,20250416-031733,,,,,,,,,,,,,,,,,,
1197,kein_Terminated,Zeit abgelaufen,0.64,27,7986,300.5,5,7,20250416-031749,,,,,,,,,,,,,,,,,,
1198,kein_Terminated,Zeit abgelaufen,0.69,19,8802,300.5,5,7,20250416-031805,,,,,,,,,,,,,,,,,,
1199,kein_Terminated,Zeit abgelaufen,0.75,50,9232,300.5,5,2,20250416-031821,,,,,,,,,,,,,,,,,,
1200,kein_Terminated,Zeit abgelaufen,0.72,45,8886,300.5,5,2,20250416-031837,,,,,,,,,,,,,,,,,,
1201,kein_Terminated,Zeit abgelaufen,0.71,21,9050,300.5,5,0,20250416-031853,,,,,,,,,,,,,,,,,,
1202,kein_Terminated,Zeit abgelaufen,0.64,10,8264,300.5,5,0,20250416-031910,,,,,,,,,,,,,,,,,,
1203,kein_Terminated,Zeit abgelaufen,0.67,46,8200,300.5,5,3,20250416-031926,,,,,,,,,,,,,,,,,,
1204,kein_Terminated,Zeit abgelaufen,0.68,44,7548,300.5,26,2,20250416-031947,,,,,,,,,,,,,,,,,,
1205,kein_Terminated,Zeit abgelaufen,0.72,58,7860,300.5,26,2,20250416-032007,,,,,,,,,,,,,,,,,,
1206,kein_Terminated,Zeit abgelaufen,0.67,36,7508,300.5,26,1,20250416-032028,,,,,,,,,,,,,,,,,,
1207,kein_Terminated,Zeit abgelaufen,0.67,39,7434,300.5,26,1,20250416-032048,,,,,,,,,,,,,,,,,,
1208,kein_Terminated,Zeit abgelaufen,0.74,23,8458,300.5,26,6,20250416-032109,,,,,,,,,,,,,,,,,,
1209,kein_Terminated,Zeit abgelaufen,0.71,25,8130,300.5,26,6,20250416-032130,,,,,,,,,,,,,,,,,,
1210,kein_Terminated,Zeit abgelaufen,0.69,55,7550,300.5,26,8,20250416-032150,,,,,,,,,,,,,,,,,,
1211,kein_Terminated,Zeit abgelaufen,0.61,33,7630,300.5,5,3,20250416-032207,,,,,,,,,,,,,,,,,,
1212,kein_Terminated,Zeit abgelaufen,0.66,12,8380,300.5,5,3,20250416-032223,,,,,,,,,,,,,,,,,,
1213,kein_Terminated,Zeit abgelaufen,0.71,29,8986,300.5,5,4,20250416-032239,,,,,,,,,,,,,,,,,,
1214,kein_Terminated,Zeit abgelaufen,0.68,20,8672,300.5,5,4,20250416-032256,,,,,,,,,,,,,,,,,,
1215,kein_Terminated,Zeit abgelaufen,0.7,41,8666,300.5,5,7,20250416-032312,,,,,,,,,,,,,,,,,,
1216,kein_Terminated,Zeit abgelaufen,0.65,17,8230,300.5,5,7,20250416-032328,,,,,,,,,,,,,,,,,,
1217,kein_Terminated,Zeit abgelaufen,0.64,21,8102,300.5,5,4,20250416-032344,,,,,,,,,,,,,,,,,,
1218,kein_Terminated,Zeit abgelaufen,0.65,21,8246,300.5,5,4,20250416-032401,,,,,,,,,,,,,,,,,,
1219,kein_Terminated,Zeit abgelaufen,0.65,19,8310,300.5,5,4,20250416-032417,,,,,,,,,,,,,,,,,,
1220,kein_Terminated,Zeit abgelaufen,0.7,56,8548,300.5,5,8,20250416-032433,,,,,,,,,,,,,,,,,,
1221,kein_Terminated,Zeit abgelaufen,0.69,31,8630,300.5,5,8,20250416-032449,,,,,,,,,,,,,,,,,,
1222,kein_Terminated,Zeit abgelaufen,0.68,47,8338,300.5,5,8,20250416-032506,,,,,,,,,,,,,,,,,,
1223,kein_Terminated,Zeit abgelaufen,0.77,39,9590,300.5,5,8,20250416-032522,,,,,,,,,,,,,,,,,,
1224,kein_Terminated,Zeit abgelaufen,0.64,33,8022,300.5,5,9,20250416-032538,,,,,,,,,,,,,,,,,,
1225,kein_Terminated,Zeit abgelaufen,0.69,80,7960,300.5,8,2,20250416-032555,,,,,,,,,,,,,,,,,,
1226,kein_Terminated,Zeit abgelaufen,0.52,91,5678,300.5,8,2,20250416-032611,,,,,,,,,,,,,,,,,,
1227,kein_Terminated,Zeit abgelaufen,0.7,45,8478,300.5,8,7,20250416-032628,,,,,,,,,,,,,,,,,,
1228,kein_Terminated,Zeit abgelaufen,0.7,59,8314,300.5,8,7,20250416-032645,,,,,,,,,,,,,,,,,,
1229,kein_Terminated,Zeit abgelaufen,0.57,33,6882,300.5,8,5,20250416-032701,,,,,,,,,,,,,,,,,,
1230,kein_Terminated,Zeit abgelaufen,0.63,31,7728,300.5,8,5,20250416-032718,,,,,,,,,,,,,,,,,,
1231,kein_Terminated,Zeit abgelaufen,0.63,31,7754,300.5,8,3,20250416-032735,,,,,,,,,,,,,,,,,,
1232,kein_Terminated,Zeit abgelaufen,0.57,23,7130,300.5,5,5,20250416-032751,,,,,,,,,,,,,,,,,,
1233,kein_Terminated,Zeit abgelaufen,0.68,33,8430,300.5,5,5,20250416-032807,,,,,,,,,,,,,,,,,,
1234,kein_Terminated,Zeit abgelaufen,0.72,7,9322,300.5,5,9,20250416-032824,,,,,,,,,,,,,,,,,,
1235,kein_Terminated,Zeit abgelaufen,0.67,21,8494,300.5,5,9,20250416-032840,,,,,,,,,,,,,,,,,,
1236,kein_Terminated,Zeit abgelaufen,0.73,38,9052,300.5,5,8,20250416-032856,,,,,,,,,,,,,,,,,,
1237,kein_Terminated,Zeit abgelaufen,0.63,16,8032,300.5,5,8,20250416-032912,,,,,,,,,,,,,,,,,,
1238,kein_Terminated,Zeit abgelaufen,0.74,74,8888,300.5,5,7,20250416-032929,,,,,,,,,,,,,,,,,,
1239,kein_Terminated,Zeit abgelaufen,0.7,22,8828,300.5,0,6,20250416-032945,,,,,,,,,,,,,,,,,,
1240,kein_Terminated,Zeit abgelaufen,0.68,36,8392,300.5,0,6,20250416-033002,,,,,,,,,,,,,,,,,,
1241,kein_Terminated,Zeit abgelaufen,0.67,67,7946,300.5,0,8,20250416-033018,,,,,,,,,,,,,,,,,,
1242,kein_Terminated,Zeit abgelaufen,0.71,25,8866,300.5,0,8,20250416-033035,,,,,,,,,,,,,,,,,,
1243,kein_Terminated,Zeit abgelaufen,0.73,50,8880,300.5,0,5,20250416-033051,,,,,,,,,,,,,,,,,,
1244,kein_Terminated,Zeit abgelaufen,0.67,44,8224,300.5,0,5,20250416-033107,,,,,,,,,,,,,,,,,,
1245,kein_Terminated,Zeit abgelaufen,0.69,21,8658,300.5,0,2,20250416-033124,,,,,,,,,,,,,,,,,,
15,kein_Terminated,Zeit abgelaufen,0.75,32,9380,300.5,5,7,20250416-033151,,,,,,,,,,,,,,,,,,
1246,kein_Terminated,Zeit abgelaufen,0.56,31,6946,300.5,5,7,20250416-033154,,,,,,,,,,,,,,,,,,
1247,kein_Terminated,Zeit abgelaufen,0.73,34,9084,300.5,5,7,20250416-033210,,,,,,,,,,,,,,,,,,
1248,kein_Terminated,Zeit abgelaufen,0.75,39,9406,300.5,5,7,20250416-033226,,,,,,,,,,,,,,,,,,
1249,kein_Terminated,Zeit abgelaufen,0.66,39,8150,300.5,5,7,20250416-033242,,,,,,,,,,,,,,,,,,
1250,kein_Terminated,Zeit abgelaufen,0.74,37,9246,300.5,5,7,20250416-033258,,,,,,,,,,,,,,,,,,
1251,kein_Terminated,Zeit abgelaufen,0.67,21,8434,300.5,5,7,20250416-033315,,,,,,,,,,,,,,,,,,
1252,kein_Terminated,Zeit abgelaufen,0.63,23,7966,300.5,5,3,20250416-033331,,,,,,,,,,,,,,,,,,
1253,kein_Terminated,Zeit abgelaufen,0.72,30,8976,300.5,5,8,20250416-033347,,,,,,,,,,,,,,,,,,
1254,kein_Terminated,Zeit abgelaufen,0.71,34,8912,300.5,5,8,20250416-033404,,,,,,,,,,,,,,,,,,
1255,kein_Terminated,Zeit abgelaufen,0.71,32,8920,300.5,5,1,20250416-033420,,,,,,,,,,,,,,,,,,
1256,kein_Terminated,Zeit abgelaufen,0.75,40,9352,300.5,5,1,20250416-033436,,,,,,,,,,,,,,,,,,
1257,kein_Terminated,Zeit abgelaufen,0.61,32,7600,300.5,5,0,20250416-033452,,,,,,,,,,,,,,,,,,
1258,kein_Terminated,Zeit abgelaufen,0.63,28,7876,300.5,5,0,20250416-033509,,,,,,,,,,,,,,,,,,
1259,kein_Terminated,Zeit abgelaufen,0.64,66,7604,300.5,5,6,20250416-033525,,,,,,,,,,,,,,,,,,
1260,kein_Terminated,Zeit abgelaufen,0.68,50,7484,300.5,26,9,20250416-033546,,,,,,,,,,,,,,,,,,
1261,kein_Terminated,Zeit abgelaufen,0.67,27,7598,300.5,26,9,20250416-033606,,,,,,,,,,,,,,,,,,
1262,kein_Terminated,Zeit abgelaufen,0.63,63,6842,300.5,26,7,20250416-033627,,,,,,,,,,,,,,,,,,
1263,kein_Terminated,Zeit abgelaufen,0.72,55,7846,300.5,26,7,20250416-033648,,,,,,,,,,,,,,,,,,
1264,kein_Terminated,Zeit abgelaufen,0.65,25,7422,300.5,26,5,20250416-033708,,,,,,,,,,,,,,,,,,
1265,kein_Terminated,Zeit abgelaufen,0.73,28,8236,300.5,26,5,20250416-033729,,,,,,,,,,,,,,,,,,
1266,kein_Terminated,Zeit abgelaufen,0.71,33,8046,300.5,26,1,20250416-033750,,,,,,,,,,,,,,,,,,
1267,kein_Terminated,Zeit abgelaufen,0.61,95,6666,300.5,15,1,20250416-033807,,,,,,,,,,,,,,,,,,
1268,kein_Terminated,Zeit abgelaufen,0.7,78,7952,300.5,15,1,20250416-033825,,,,,,,,,,,,,,,,,,
1269,kein_Terminated,Zeit abgelaufen,0.7,59,8230,300.5,15,3,20250416-033842,,,,,,,,,,,,,,,,,,
1270,kein_Terminated,Zeit abgelaufen,0.48,86,5180,300.5,15,3,20250416-033900,,,,,,,,,,,,,,,,,,
1271,kein_Terminated,Zeit abgelaufen,0.54,52,6212,300.5,15,5,20250416-033917,,,,,,,,,,,,,,,,,,
1272,kein_Terminated,Zeit abgelaufen,0.56,89,6082,300.5,15,5,20250416-033934,,,,,,,,,,,,,,,,,,
1273,kein_Terminated,Zeit abgelaufen,0.58,69,6554,300.5,15,0,20250416-033952,,,,,,,,,,,,,,,,,,
1274,kein_Terminated,Zeit abgelaufen,0.67,96,7492,300.5,15,1,20250416-034009,,,,,,,,,,,,,,,,,,
1275,kein_Terminated,Zeit abgelaufen,0.64,63,7378,300.5,15,1,20250416-034027,,,,,,,,,,,,,,,,,,
1276,kein_Terminated,Zeit abgelaufen,0.19,54,1780,300.5,15,7,20250416-034043,,,,,,,,,,,,,,,,,,
1277,kein_Terminated,Zeit abgelaufen,0.64,58,7380,300.5,15,7,20250416-034101,,,,,,,,,,,,,,,,,,
1278,kein_Terminated,Zeit abgelaufen,0.62,53,7202,300.5,15,4,20250416-034118,,,,,,,,,,,,,,,,,,
1279,kein_Terminated,Zeit abgelaufen,0.47,64,5248,300.5,15,4,20250416-034134,,,,,,,,,,,,,,,,,,
1280,kein_Terminated,Zeit abgelaufen,0.56,82,6156,300.5,15,0,20250416-034152,,,,,,,,,,,,,,,,,,
1281,kein_Terminated,Zeit abgelaufen,0.64,58,7592,300.5,8,3,20250416-034208,,,,,,,,,,,,,,,,,,
1282,kein_Terminated,Zeit abgelaufen,0.7,79,8130,300.5,8,3,20250416-034225,,,,,,,,,,,,,,,,,,
1283,kein_Terminated,Zeit abgelaufen,0.72,30,8928,300.5,8,9,20250416-034242,,,,,,,,,,,,,,,,,,
1284,kein_Terminated,Zeit abgelaufen,0.74,25,9262,300.5,8,9,20250416-034258,,,,,,,,,,,,,,,,,,
1285,kein_Terminated,Zeit abgelaufen,0.71,48,8564,300.5,8,2,20250416-034315,,,,,,,,,,,,,,,,,,
1286,kein_Terminated,Zeit abgelaufen,0.74,61,8838,300.5,8,2,20250416-034332,,,,,,,,,,,,,,,,,,
1287,kein_Terminated,Zeit abgelaufen,0.74,68,8728,300.5,8,2,20250416-034349,,,,,,,,,,,,,,,,,,
1288,kein_Terminated,Zeit abgelaufen,0.76,31,9390,300.5,8,0,20250416-034405,,,,,,,,,,,,,,,,,,
1289,kein_Terminated,Zeit abgelaufen,0.71,40,8644,300.5,8,0,20250416-034422,,,,,,,,,,,,,,,,,,
1290,kein_Terminated,Zeit abgelaufen,0.74,35,9134,300.5,8,9,20250416-034439,,,,,,,,,,,,,,,,,,
1291,kein_Terminated,Zeit abgelaufen,0.75,45,9116,300.5,8,9,20250416-034455,,,,,,,,,,,,,,,,,,
1292,kein_Terminated,Zeit abgelaufen,0.76,56,9096,300.5,8,3,20250416-034512,,,,,,,,,,,,,,,,,,
1293,kein_Terminated,Zeit abgelaufen,0.75,50,9032,300.5,8,3,20250416-034529,,,,,,,,,,,,,,,,,,
1294,kein_Terminated,Zeit abgelaufen,0.71,25,8790,300.5,8,4,20250416-034546,,,,,,,,,,,,,,,,,,
1295,kein_Terminated,Zeit abgelaufen,0.62,75,6954,300.5,15,8,20250416-034603,,,,,,,,,,,,,,,,,,
1296,kein_Terminated,Zeit abgelaufen,0.39,73,4118,300.5,15,8,20250416-034620,,,,,,,,,,,,,,,,,,
1297,kein_Terminated,Zeit abgelaufen,0.56,60,6480,300.5,15,0,20250416-034637,,,,,,,,,,,,,,,,,,
1298,kein_Terminated,Zeit abgelaufen,0.53,68,6020,300.5,15,0,20250416-034655,,,,,,,,,,,,,,,,,,
1299,kein_Terminated,Zeit abgelaufen,0.65,74,7368,300.5,15,2,20250416-034712,,,,,,,,,,,,,,,,,,
1300,kein_Terminated,Zeit abgelaufen,0.64,96,7076,300.5,15,2,20250416-034730,,,,,,,,,,,,,,,,,,
1301,kein_Terminated,Zeit abgelaufen,0.67,76,7584,300.5,15,1,20250416-034747,,,,,,,,,,,,,,,,,,
1302,kein_Terminated,Zeit abgelaufen,0.71,61,8470,300.5,8,6,20250416-034804,,,,,,,,,,,,,,,,,,
1303,kein_Terminated,Zeit abgelaufen,0.78,73,9218,300.5,8,6,20250416-034821,,,,,,,,,,,,,,,,,,
1304,kein_Terminated,Zeit abgelaufen,0.63,73,7338,300.5,8,1,20250416-034837,,,,,,,,,,,,,,,,,,
1305,kein_Terminated,Zeit abgelaufen,0.45,83,4874,300.5,8,1,20250416-034854,,,,,,,,,,,,,,,,,,
1306,kein_Terminated,Zeit abgelaufen,0.66,36,8092,300.5,8,1,20250416-034910,,,,,,,,,,,,,,,,,,
1307,kein_Terminated,Zeit abgelaufen,0.63,57,7430,300.5,8,1,20250416-034927,,,,,,,,,,,,,,,,,,
1308,kein_Terminated,Zeit abgelaufen,0.57,26,7024,300.5,8,5,20250416-034944,,,,,,,,,,,,,,,,,,
1309,kein_Terminated,Zeit abgelaufen,0.68,32,8436,300.5,0,6,20250416-035000,,,,,,,,,,,,,,,,,,
1310,kein_Terminated,Zeit abgelaufen,0.68,30,8392,300.5,0,6,20250416-035016,,,,,,,,,,,,,,,,,,
1311,kein_Terminated,Zeit abgelaufen,0.73,36,8956,300.5,0,6,20250416-035033,,,,,,,,,,,,,,,,,,
1312,kein_Terminated,Zeit abgelaufen,0.74,11,9358,300.5,0,6,20250416-035050,,,,,,,,,,,,,,,,,,
1313,kein_Terminated,Zeit abgelaufen,0.71,30,8768,300.5,0,9,20250416-035106,,,,,,,,,,,,,,,,,,
1314,kein_Terminated,Zeit abgelaufen,0.65,11,8246,300.5,0,9,20250416-035122,,,,,,,,,,,,,,,,,,
1315,kein_Terminated,Zeit abgelaufen,0.72,20,8992,300.5,0,8,20250416-035139,,,,,,,,,,,,,,,,,,
1316,kein_Terminated,Zeit abgelaufen,0.64,46,7560,300.5,15,9,20250416-035156,,,,,,,,,,,,,,,,,,
1317,kein_Terminated,Zeit abgelaufen,0.54,55,6166,300.5,15,9,20250416-035214,,,,,,,,,,,,,,,,,,
1318,kein_Terminated,Zeit abgelaufen,0.59,59,6762,300.5,15,0,20250416-035231,,,,,,,,,,,,,,,,,,
1319,kein_Terminated,Zeit abgelaufen,0.46,51,5274,300.5,15,0,20250416-035248,,,,,,,,,,,,,,,,,,
1320,kein_Terminated,Zeit abgelaufen,0.62,65,7126,300.5,15,8,20250416-035305,,,,,,,,,,,,,,,,,,
1321,kein_Terminated,Zeit abgelaufen,0.38,78,3984,300.5,15,8,20250416-035322,,,,,,,,,,,,,,,,,,
1322,kein_Terminated,Zeit abgelaufen,0.64,90,7172,300.5,15,2,20250416-035339,,,,,,,,,,,,,,,,,,
1323,kein_Terminated,Zeit abgelaufen,0.74,40,8276,300.5,26,7,20250416-035400,,,,,,,,,,,,,,,,,,
1324,kein_Terminated,Zeit abgelaufen,0.67,33,7546,300.5,26,7,20250416-035421,,,,,,,,,,,,,,,,,,
1325,kein_Terminated,Zeit abgelaufen,0.72,28,8152,300.5,26,4,20250416-035442,,,,,,,,,,,,,,,,,,
1326,kein_Terminated,Zeit abgelaufen,0.74,30,8432,300.5,26,4,20250416-035502,,,,,,,,,,,,,,,,,,
1327,kein_Terminated,Zeit abgelaufen,0.68,38,7588,300.5,26,6,20250416-035523,,,,,,,,,,,,,,,,,,
1328,kein_Terminated,Zeit abgelaufen,0.71,41,7878,300.5,26,6,20250416-035544,,,,,,,,,,,,,,,,,,
16,kein_Terminated,Zeit abgelaufen,0.3,236,1420,300.5,5,4,20250416-035616,,,,,,,,,,,,,,,,,,
1329,kein_Terminated,Zeit abgelaufen,0.76,23,8722,300.5,26,7,20250416-035617,,,,,,,,,,,,,,,,,,
1330,kein_Terminated,Zeit abgelaufen,0.71,43,8638,300.5,8,4,20250416-035634,,,,,,,,,,,,,,,,,,
1331,kein_Terminated,Zeit abgelaufen,0.76,31,9346,300.5,8,4,20250416-035650,,,,,,,,,,,,,,,,,,
1332,kein_Terminated,Zeit abgelaufen,0.65,15,8226,300.5,8,8,20250416-035707,,,,,,,,,,,,,,,,,,
1333,kein_Terminated,Zeit abgelaufen,0.64,19,7978,300.5,8,8,20250416-035724,,,,,,,,,,,,,,,,,,
1334,kein_Terminated,Zeit abgelaufen,0.71,21,8906,300.5,8,5,20250416-035740,,,,,,,,,,,,,,,,,,
1335,kein_Terminated,Zeit abgelaufen,0.5,49,5906,300.5,8,5,20250416-035757,,,,,,,,,,,,,,,,,,
1336,kein_Terminated,Zeit abgelaufen,0.7,12,8792,300.5,8,4,20250416-035814,,,,,,,,,,,,,,,,,,
1337,kein_Terminated,Zeit abgelaufen,0.66,23,8278,300.5,0,6,20250416-035830,,,,,,,,,,,,,,,,,,
1338,kein_Terminated,Zeit abgelaufen,0.7,33,8606,300.5,0,6,20250416-035847,,,,,,,,,,,,,,,,,,
1339,kein_Terminated,Zeit abgelaufen,0.64,17,8050,300.5,0,2,20250416-035903,,,,,,,,,,,,,,,,,,
1340,kein_Terminated,Zeit abgelaufen,0.66,38,8092,300.5,0,2,20250416-035920,,,,,,,,,,,,,,,,,,
1341,kein_Terminated,Zeit abgelaufen,0.7,43,8590,300.5,0,8,20250416-035937,,,,,,,,,,,,,,,,,,
1342,kein_Terminated,Zeit abgelaufen,0.73,26,9164,300.5,0,8,20250416-035953,,,,,,,,,,,,,,,,,,
1343,kein_Terminated,Zeit abgelaufen,0.67,33,8274,300.5,0,7,20250416-040010,,,,,,,,,,,,,,,,,,
1344,kein_Terminated,Zeit abgelaufen,0.6,39,7202,300.5,8,7,20250416-040026,,,,,,,,,,,,,,,,,,
1345,kein_Terminated,Zeit abgelaufen,0.64,34,7842,300.5,8,7,20250416-040043,,,,,,,,,,,,,,,,,,
1346,kein_Terminated,Zeit abgelaufen,0.71,22,8904,300.5,8,5,20250416-040100,,,,,,,,,,,,,,,,,,
1347,kein_Terminated,Zeit abgelaufen,0.74,35,9074,300.5,8,5,20250416-040116,,,,,,,,,,,,,,,,,,
1348,kein_Terminated,Zeit abgelaufen,0.64,23,7930,300.5,8,8,20250416-040133,,,,,,,,,,,,,,,,,,
1349,kein_Terminated,Zeit abgelaufen,0.66,12,8268,300.5,8,8,20250416-040150,,,,,,,,,,,,,,,,,,
1350,kein_Terminated,Zeit abgelaufen,0.74,27,9146,300.5,8,8,20250416-040206,,,,,,,,,,,,,,,,,,
1351,kein_Terminated,Zeit abgelaufen,0.42,57,4690,300.5,15,6,20250416-040224,,,,,,,,,,,,,,,,,,
1352,kein_Terminated,Zeit abgelaufen,0.55,64,6280,300.5,15,6,20250416-040241,,,,,,,,,,,,,,,,,,
1353,kein_Terminated,Zeit abgelaufen,0.7,56,8164,300.5,15,0,20250416-040258,,,,,,,,,,,,,,,,,,
1354,kein_Terminated,Zeit abgelaufen,0.57,76,6388,300.5,15,0,20250416-040316,,,,,,,,,,,,,,,,,,
1355,kein_Terminated,Zeit abgelaufen,0.66,81,7438,300.5,15,2,20250416-040333,,,,,,,,,,,,,,,,,,
1356,kein_Terminated,Zeit abgelaufen,0.7,107,7710,300.5,15,2,20250416-040351,,,,,,,,,,,,,,,,,,
1357,kein_Terminated,Zeit abgelaufen,0.55,64,6196,300.5,15,5,20250416-040407,,,,,,,,,,,,,,,,,,
1358,kein_Terminated,Zeit abgelaufen,0.64,64,6852,300.5,26,6,20250416-040428,,,,,,,,,,,,,,,,,,
1359,kein_Terminated,Zeit abgelaufen,0.76,57,8334,300.5,26,6,20250416-040449,,,,,,,,,,,,,,,,,,
1360,kein_Terminated,Zeit abgelaufen,0.72,31,8202,300.5,26,1,20250416-040509,,,,,,,,,,,,,,,,,,
1361,kein_Terminated,Zeit abgelaufen,0.69,41,7686,300.5,26,1,20250416-040530,,,,,,,,,,,,,,,,,,
1362,kein_Terminated,Zeit abgelaufen,0.72,45,8014,300.5,26,8,20250416-040551,,,,,,,,,,,,,,,,,,
1363,kein_Terminated,Zeit abgelaufen,0.7,48,7692,300.5,26,8,20250416-040611,,,,,,,,,,,,,,,,,,
1364,kein_Terminated,Zeit abgelaufen,0.74,44,8252,300.5,26,7,20250416-040632,,,,,,,,,,,,,,,,,,
1365,kein_Terminated,Zeit abgelaufen,0.67,54,8004,300.5,8,6,20250416-040649,,,,,,,,,,,,,,,,,,
1366,kein_Terminated,Zeit abgelaufen,0.68,43,8276,300.5,8,6,20250416-040705,,,,,,,,,,,,,,,,,,
1367,kein_Terminated,Zeit abgelaufen,0.72,25,8974,300.5,8,9,20250416-040722,,,,,,,,,,,,,,,,,,
1368,kein_Terminated,Zeit abgelaufen,0.7,25,8726,300.5,8,9,20250416-040739,,,,,,,,,,,,,,,,,,
1369,kein_Terminated,Zeit abgelaufen,0.7,43,8450,300.5,8,0,20250416-040755,,,,,,,,,,,,,,,,,,
1370,kein_Terminated,Zeit abgelaufen,0.69,41,8426,300.5,8,0,20250416-040812,,,,,,,,,,,,,,,,,,
1371,kein_Terminated,Zeit abgelaufen,0.51,36,6132,300.5,8,4,20250416-040829,,,,,,,,,,,,,,,,,,
1372,kein_Terminated,Zeit abgelaufen,0.74,24,8504,300.5,26,6,20250416-040850,,,,,,,,,,,,,,,,,,
1373,kein_Terminated,Zeit abgelaufen,0.72,40,8084,300.5,26,6,20250416-040910,,,,,,,,,,,,,,,,,,
1374,kein_Terminated,Zeit abgelaufen,0.71,32,8012,300.5,26,9,20250416-040931,,,,,,,,,,,,,,,,,,
1375,kein_Terminated,Zeit abgelaufen,0.63,35,7038,300.5,26,9,20250416-040952,,,,,,,,,,,,,,,,,,
